pct.1,pct.2,cell type,coeff,gene
0.228,0.029,Stromal,0.9837735034,Tnmd
0.475,0.076,Stromal,0.9837735034,Fmod
0.392,0.031,Stromal,0.9837735034,Ucma
0.317,0.044,Stromal,0.9837735034,Rcan1
0.985,0.788,Stromal,0.9837735034,mt-Rnr2
0.521,0.069,Stromal,0.9837735034,Col9a2
0.312,0.026,Stromal,0.9837735034,Cytl1
0.479,0.058,Stromal,0.9837735034,Col9a3
0.525,0.186,Stromal,0.9837735034,Aspn
0.298,0.064,Stromal,0.9837735034,C1qtnf3
0.153,0.012,Stromal,0.9837735034,Thbs4
0.47,0.063,Stromal,0.9837735034,Col9a1
0.603,0.146,Stromal,0.9837735034,Igf2
0.201,0.012,Stromal,0.9837735034,Stfa2
0.552,0.256,Stromal,0.9837735034,Postn
0.194,0.023,Stromal,0.9837735034,Chodl
0.225,0.065,Stromal,0.9837735034,Col12a1
0.818,0.481,Stromal,0.9837735034,mt-Rnr1
0.179,0.01,Stromal,0.9837735034,Stfa2l1
0.835,0.402,Stromal,0.9837735034,Meg3
0.68,0.17,Stromal,0.9837735034,Dlk1
0.223,0.054,Stromal,0.9837735034,1500015O10Rik
0.729,0.308,Stromal,0.9837735034,Itm2a
0.257,0.058,Stromal,0.9837735034,Capn6
0.344,0.097,Stromal,0.9837735034,Mest
0.518,0.066,Stromal,0.9837735034,3110079O15Rik
0.271,0.075,Stromal,0.9837735034,Plagl1
0.448,0.212,Stromal,0.9837735034,2410006H16Rik
0.223,0.064,Stromal,0.9837735034,Lcn2
0.508,0.316,Stromal,0.9837735034,Hspa1a
0.363,0.1,Stromal,0.9837735034,Col2a1
0.182,0.048,Stromal,0.9837735034,Tnc
0.358,0.053,Stromal,0.9837735034,Chad
0.368,0.056,Stromal,0.9837735034,Comp
0.317,0.145,Stromal,0.9837735034,Timp1
0.47,0.28,Stromal,0.9837735034,Ier3
0.225,0.141,Stromal,0.9837735034,Gm42418
0.199,0.062,Stromal,0.9837735034,Peg3
0.167,0.055,Stromal,0.9837735034,Fibin
0.354,0.117,Stromal,0.9837735034,Col11a1
0.22,0.084,Stromal,0.9837735034,Retnlg
0.293,0.1,Stromal,0.9837735034,Col11a2
0.232,0.063,Stromal,0.9837735034,Hbegf
0.363,0.223,Stromal,0.9837735034,Zfas1
0.259,0.114,Stromal,0.9837735034,Id1
0.462,0.299,Stromal,0.9837735034,Hes1
0.242,0.106,Stromal,0.9837735034,Ptn
0.172,0.06,Stromal,0.9837735034,Pdlim4
0.165,0.046,Stromal,0.9837735034,Rn7sk
0.896,0.712,Stromal,0.9837735034,Gnas
0.806,0.213,Stromal,0.9837735034,H19
0.155,0.084,Stromal,0.9837735034,Col16a1
0.228,0.121,Stromal,0.9837735034,Snhg1
0.615,0.433,Stromal,0.9837735034,Npm1
0.235,0.111,Stromal,0.9837735034,Tgfbi
0.286,0.11,Stromal,0.9837735034,Hmox1
0.206,0.113,Stromal,0.9837735034,Thbs2
0.269,0.142,Stromal,0.9837735034,Penk
0.816,0.69,Stromal,0.9837735034,Rps18
0.692,0.548,Stromal,0.9837735034,Gas5
0.262,0.146,Stromal,0.9837735034,Tnfrsf12a
0.92,0.798,Stromal,0.9837735034,Rplp0
0.199,0.102,Stromal,0.9837735034,Grb10
0.247,0.141,Stromal,0.9837735034,Cthrc1
0.363,0.266,Stromal,0.9837735034,Gm4149
0.45,0.35,Stromal,0.9837735034,Hsp90aa1
0.755,0.605,Stromal,0.9837735034,Rpl28
0.254,0.053,Stromal,0.9837735034,Cnmd
0.964,0.897,Stromal,0.9837735034,Rpl18a
0.908,0.815,Stromal,0.9837735034,Rps2
0.375,0.261,Stromal,0.9837735034,Emp1
0.375,0.284,Stromal,0.9837735034,Hspb1
0.223,0.122,Stromal,0.9837735034,Lyz2
0.165,0.121,Stromal,0.9837735034,Hspa1b
0.157,0.076,Stromal,0.9837735034,Cd44
0.356,0.267,Stromal,0.9837735034,Lmna
0.663,0.574,Stromal,0.9837735034,Hsp90ab1
0.206,0.052,Stromal,0.9837735034,Hapln1
0.189,0.129,Stromal,0.9837735034,Hmgn2
0.862,0.684,Stromal,0.9837735034,mt-Co1
0.525,0.423,Stromal,0.9837735034,Pabpc1
0.237,0.151,Stromal,0.9837735034,Ccnl1
0.383,0.228,Stromal,0.9837735034,Ifrd1
0.206,0.131,Stromal,0.9837735034,Nop58
0.973,0.898,Stromal,0.9837735034,Rps14
0.809,0.676,Stromal,0.9837735034,Rpl36a
0.961,0.882,Stromal,0.9837735034,Rpl32
0.324,0.2,Stromal,0.9837735034,Cdkn1a
0.77,0.751,Stromal,0.9837735034,Rps28
0.695,0.525,Stromal,0.9837735034,Bgn
0.869,0.776,Stromal,0.9837735034,Rps5
0.923,0.845,Stromal,0.9837735034,Rps3a1
0.659,0.565,Stromal,0.9837735034,Rpl15
0.419,0.333,Stromal,0.9837735034,Atf4
0.831,0.761,Stromal,0.9837735034,Rpl34
0.935,0.856,Stromal,0.9837735034,Rps19
0.939,0.879,Stromal,0.9837735034,Rps26
0.259,0.163,Stromal,0.9837735034,Nrep
0.867,0.774,Stromal,0.9837735034,Rpl36
0.78,0.696,Stromal,0.9837735034,Rps4x
0.879,0.793,Stromal,0.9837735034,Rps27a
0.6,0.521,Stromal,0.9837735034,Rps10
0.782,0.709,Stromal,0.9837735034,Rps25
0.881,0.796,Stromal,0.9837735034,Rpl23
0.303,0.22,Stromal,0.9837735034,Mfap4
0.286,0.2,Stromal,0.9837735034,Hnrnpdl
0.169,0.12,Stromal,0.9837735034,Snhg8
0.736,0.668,Stromal,0.9837735034,Rpl35a
0.806,0.698,Stromal,0.9837735034,Rps17
0.264,0.061,Stromal,0.9837735034,Mia
0.906,0.848,Stromal,0.9837735034,Rpl37a
0.271,0.2,Stromal,0.9837735034,Eif3e
0.542,0.471,Stromal,0.9837735034,Rpl29
0.857,0.779,Stromal,0.9837735034,Rps7
0.831,0.76,Stromal,0.9837735034,Rpl39
0.896,0.832,Stromal,0.9837735034,Rpl26
0.964,0.903,Stromal,0.9837735034,Rpl41
0.77,0.66,Stromal,0.9837735034,Rpl19
0.218,0.145,Stromal,0.9837735034,Gas1
0.838,0.789,Stromal,0.9837735034,Rps23
0.722,0.625,Stromal,0.9837735034,Rpl9
0.84,0.779,Stromal,0.9837735034,Rpsa
0.201,0.131,Stromal,0.9837735034,Ivns1abp
0.385,0.293,Stromal,0.9837735034,Dnajb1
0.286,0.218,Stromal,0.9837735034,Srsf11
0.889,0.816,Stromal,0.9837735034,Rps24
0.823,0.765,Stromal,0.9837735034,Rplp2
0.242,0.125,Stromal,0.9837735034,Spp1
0.719,0.654,Stromal,0.9837735034,Fau
0.731,0.666,Stromal,0.9837735034,Rpl6
0.429,0.25,Stromal,0.9837735034,Mt2
0.944,0.901,Stromal,0.9837735034,Rps27
0.801,0.728,Stromal,0.9837735034,Rps16
0.157,0.109,Stromal,0.9837735034,Sdc4
0.194,0.14,Stromal,0.9837735034,Wsb1
0.361,0.277,Stromal,0.9837735034,Malat1
0.695,0.611,Stromal,0.9837735034,Rpl27a
0.838,0.732,Stromal,0.9837735034,Eef1a1
0.782,0.756,Stromal,0.9837735034,Rps15
0.772,0.641,Stromal,0.9837735034,Rpl17
0.92,0.867,Stromal,0.9837735034,Rps9
0.162,0.113,Stromal,0.9837735034,Gm8186
0.954,0.873,Stromal,0.9837735034,mt-Nd1
0.886,0.787,Stromal,0.9837735034,Rpl11
0.77,0.694,Stromal,0.9837735034,Rpl18
0.906,0.844,Stromal,0.9837735034,Rps15a
0.881,0.771,Stromal,0.9837735034,Rpl14
0.901,0.851,Stromal,0.9837735034,Rpl10
0.63,0.565,Stromal,0.9837735034,Rpl10a
0.356,0.323,Stromal,0.9837735034,Eif4a1
0.867,0.847,Stromal,0.9837735034,Rpl37
0.269,0.175,Stromal,0.9837735034,Gpc3
0.978,0.923,Stromal,0.9837735034,Rpl13
0.768,0.749,Stromal,0.9837735034,Rpl23a
0.213,0.16,Stromal,0.9837735034,Sfr1
0.608,0.537,Stromal,0.9837735034,Gm10736
0.153,0.098,Stromal,0.9837735034,Itga5
0.186,0.137,Stromal,0.9837735034,Taf1d
0.816,0.781,Stromal,0.9837735034,Tpt1
0.874,0.791,Stromal,0.9837735034,Rps3
0.884,0.806,Stromal,0.9837735034,Rpl4
0.782,0.727,Stromal,0.9837735034,Rps13
0.801,0.765,Stromal,0.9837735034,Rpl31
0.678,0.291,Stromal,0.9837735034,Cdkn1c
0.61,0.584,Stromal,0.9837735034,Eef2
0.196,0.149,Stromal,0.9837735034,Ugdh
0.855,0.778,Stromal,0.9837735034,Rps11
0.249,0.191,Stromal,0.9837735034,Ccnd3
0.266,0.224,Stromal,0.9837735034,Pnrc1
0.649,0.586,Stromal,0.9837735034,Vim
0.816,0.772,Stromal,0.9837735034,Rps20
0.627,0.546,Stromal,0.9837735034,Eef1b2
0.153,0.114,Stromal,0.9837735034,Sertad1
0.55,0.524,Stromal,0.9837735034,Rpl22l1
0.983,0.894,Stromal,0.9837735034,Sparc
0.153,0.105,Stromal,0.9837735034,Fxyd6
0.828,0.76,Stromal,0.9837735034,Rps8
0.409,0.406,Stromal,0.9837735034,Rpl7a
0.947,0.902,Stromal,0.9837735034,Rplp1
0.831,0.781,Stromal,0.9837735034,Eif1
0.409,0.386,Stromal,0.9837735034,Eif3k
0.814,0.781,Stromal,0.9837735034,Rps12
0.845,0.801,Stromal,0.9837735034,Rps21
0.903,0.889,Stromal,0.9837735034,Rps29
0.269,0.223,Stromal,0.9837735034,Id2
0.777,0.709,Stromal,0.9837735034,Rpl35
0.208,0.171,Stromal,0.9837735034,Tuba1c
0.785,0.718,Stromal,0.9837735034,Rpl3
0.799,0.765,Stromal,0.9837735034,Rpl7
0.552,0.553,Stromal,0.9837735034,Rpl5
0.62,0.594,Stromal,0.9837735034,Rpl22
0.201,0.158,Stromal,0.9837735034,Xist
0.562,0.535,Stromal,0.9837735034,Naca
0.387,0.338,Stromal,0.9837735034,Nfkbia
0.45,0.412,Stromal,0.9837735034,Eif2s2
0.806,0.751,Stromal,0.9837735034,Hspa8
0.402,0.359,Stromal,0.9837735034,Snrpg
0.31,0.276,Stromal,0.9837735034,Rbm39
0.55,0.525,Stromal,0.9837735034,S100a10
0.593,0.576,Stromal,0.9837735034,Rpl27
0.329,0.254,Stromal,0.9837735034,Gadd45b
0.218,0.172,Stromal,0.9837735034,Errfi1
0.656,0.56,Stromal,0.9837735034,Fstl1
0.833,0.01,Stromal,0.9837735034,Col6a4
0.674,0.011,Stromal,0.9837735034,Ramp3
0.625,0.01,Stromal,0.9837735034,Hsd11b2
0.609,0.012,Stromal,0.9837735034,P2ry14
0.576,0.057,Stromal,0.9837735034,Ccl2
0.594,0.047,Stromal,0.9837735034,Aldh1a2
0.703,0.048,Stromal,0.9837735034,Ccl7
0.862,0.126,Stromal,0.9837735034,Ftl1-ps1
0.417,0.004,Stromal,0.9837735034,Nppc
0.56,0.017,Stromal,0.9837735034,Ddit4l
0.836,0.124,Stromal,0.9837735034,Cd63-ps
0.724,0.17,Stromal,0.9837735034,Adh1
0.919,0.344,Stromal,0.9837735034,Gadd45g
0.888,0.252,Stromal,0.9837735034,Col6a3
0.891,0.209,Stromal,0.9837735034,Raly
0.438,0,Stromal,0.9837735034,Gm12248
0.677,0.108,Stromal,0.9837735034,Sgk1
0.479,0.033,Stromal,0.9837735034,Plk2
0.935,0.376,Stromal,0.9837735034,Col6a2
0.797,0.171,Stromal,0.9837735034,Gm8797
0.591,0.053,Stromal,0.9837735034,Rps19-ps6
0.745,0.143,Stromal,0.9837735034,Gm11361
0.464,0.018,Stromal,0.9837735034,Ngfr
0.969,0.408,Stromal,0.9837735034,Col6a1
0.607,0.07,Stromal,0.9837735034,Pim1
0.719,0.124,Stromal,0.9837735034,Gm5805
0.648,0.089,Stromal,0.9837735034,Rps6-ps4
0.445,0.049,Stromal,0.9837735034,Hk2
0.26,0.053,Stromal,0.9837735034,Gm23935
0.685,0.132,Stromal,0.9837735034,Gng12
0.792,0.204,Stromal,0.9837735034,Gm1821
0.852,0.226,Stromal,0.9837735034,Prss23
0.818,0.209,Stromal,0.9837735034,Fosb
0.677,0.151,Stromal,0.9837735034,Fbln2
0.612,0.083,Stromal,0.9837735034,Rpl3-ps1
0.328,0.009,Stromal,0.9837735034,A2m
0.56,0.071,Stromal,0.9837735034,Gm8730
0.37,0.007,Stromal,0.9837735034,Inhbb
0.635,0.09,Stromal,0.9837735034,Gm5905
0.906,0.329,Stromal,0.9837735034,Gm15427
0.635,0.136,Stromal,0.9837735034,Errfi1
0.432,0.063,Stromal,0.9837735034,Serpine1
0.539,0.094,Stromal,0.9837735034,Ccl11
0.336,0.009,Stromal,0.9837735034,Dio2
0.536,0.075,Stromal,0.9837735034,Spon1
0.609,0.146,Stromal,0.9837735034,Klf4
0.849,0.316,Stromal,0.9837735034,Cyr61
0.365,0.031,Stromal,0.9837735034,Rasd1
0.18,0.015,Stromal,0.9837735034,Lars2
0.286,0.009,Stromal,0.9837735034,Atp8a1
0.383,0.042,Stromal,0.9837735034,Mmp19
0.432,0.035,Stromal,0.9837735034,Gm6204
0.594,0.092,Stromal,0.9837735034,Rps23-ps1
0.503,0.077,Stromal,0.9837735034,Ackr3
0.32,0.133,Stromal,0.9837735034,Gm42418
0.526,0.06,Stromal,0.9837735034,Btg1
0.451,0.052,Stromal,0.9837735034,Gm13588
0.503,0.074,Stromal,0.9837735034,Gm12481
0.701,0.137,Stromal,0.9837735034,Spon2
0.534,0.1,Stromal,0.9837735034,Tnfaip6
0.638,0.143,Stromal,0.9837735034,Rpl37rt
0.492,0.07,Stromal,0.9837735034,Gm7808
0.419,0.06,Stromal,0.9837735034,Adm
0.875,0.326,Stromal,0.9837735034,Gm2000
0.24,0.024,Stromal,0.9837735034,Has1
0.398,0.04,Stromal,0.9837735034,Rpl18-ps1
0.396,0.049,Stromal,0.9837735034,Mettl7a1
0.281,0,Stromal,0.9837735034,Oxtr
0.612,0.145,Stromal,0.9837735034,Ramp2
0.435,0.063,Stromal,0.9837735034,Gm4366
0.464,0.067,Stromal,0.9837735034,Cxcl10
0.419,0.099,Stromal,0.9837735034,Sptssa
0.326,0.014,Stromal,0.9837735034,Arl4c
0.88,0.557,Stromal,0.9837735034,Ubc
0.599,0.16,Stromal,0.9837735034,Igf1
0.37,0.036,Stromal,0.9837735034,Gm12174
0.328,0.029,Stromal,0.9837735034,Emb
0.5,0.086,Stromal,0.9837735034,Rps26-ps1
0.758,0.231,Stromal,0.9837735034,Gm14303
0.372,0.038,Stromal,0.9837735034,Ggt5
0.406,0.072,Stromal,0.9837735034,Bhlhe40
0.779,0.257,Stromal,0.9837735034,Gm10076
0.253,0.011,Stromal,0.9837735034,Akr1c14
0.578,0.136,Stromal,0.9837735034,Bst2
0.404,0.072,Stromal,0.9837735034,Gja1
0.531,0.122,Stromal,0.9837735034,Rpl10-ps3
0.25,0.008,Stromal,0.9837735034,Sdk1
0.75,0.307,Stromal,0.9837735034,Nfkbia
0.513,0.116,Stromal,0.9837735034,Rps27rt
0.417,0.067,Stromal,0.9837735034,Rps3a2
0.305,0.031,Stromal,0.9837735034,Umps
0.417,0.058,Stromal,0.9837735034,Gm5586
0.193,0.001,Stromal,0.9837735034,Crtac1
0.383,0.05,Stromal,0.9837735034,Gm13436
0.661,0.219,Stromal,0.9837735034,Cd164
0.505,0.111,Stromal,0.9837735034,Maf
0.292,0.051,Stromal,0.9837735034,Sdc1
0.404,0.054,Stromal,0.9837735034,Gm10177
0.544,0.137,Stromal,0.9837735034,Klf6
0.461,0.123,Stromal,0.9837735034,Thbs1
0.503,0.11,Stromal,0.9837735034,Rpl14-ps1
0.867,0.386,Stromal,0.9837735034,Rps6
0.281,0.017,Stromal,0.9837735034,Msrb2
0.284,0.022,Stromal,0.9837735034,Gm5835
0.518,0.119,Stromal,0.9837735034,Ppp1r15a
0.346,0.037,Stromal,0.9837735034,Rpl6l
0.307,0.017,Stromal,0.9837735034,Gm3788
0.253,0.005,Stromal,0.9837735034,Pgr
0.391,0.021,Stromal,0.9837735034,Igha
0.927,0.51,Stromal,0.9837735034,Gm10736
0.286,0.042,Stromal,0.9837735034,Myc
0.393,0.064,Stromal,0.9837735034,Gm6136
0.38,0.067,Stromal,0.9837735034,Dnajb4
0.208,0.001,Stromal,0.9837735034,Sprr2f
0.732,0.263,Stromal,0.9837735034,Htra1
0.503,0.114,Stromal,0.9837735034,Gm14586
0.216,0.013,Stromal,0.9837735034,Scube1
0.497,0.141,Stromal,0.9837735034,Gm11478
0.292,0.034,Stromal,0.9837735034,Trib1
0.216,0.009,Stromal,0.9837735034,Gm8355
0.273,0.02,Stromal,0.9837735034,Gm10123
0.565,0.156,Stromal,0.9837735034,Gm15536
0.326,0.011,Stromal,0.9837735034,Jchain
0.964,0.704,Stromal,0.9837735034,Tmsb10
0.438,0.093,Stromal,0.9837735034,Gm9385
0.299,0.042,Stromal,0.9837735034,Gm6472
0.596,0.178,Stromal,0.9837735034,Wdr89
0.336,0.038,Stromal,0.9837735034,Rps25-ps1
0.305,0.04,Stromal,0.9837735034,Trabd2b
0.786,0.38,Stromal,0.9837735034,Jun
0.312,0.044,Stromal,0.9837735034,Gm11808
0.549,0.131,Stromal,0.9837735034,Gas6
0.268,0.027,Stromal,0.9837735034,Gm15421
0.432,0.096,Stromal,0.9837735034,Gm10073
0.411,0.1,Stromal,0.9837735034,Hspa1b
0.693,0.249,Stromal,0.9837735034,Uba52
0.375,0.071,Stromal,0.9837735034,Rpl9-ps6
0.258,0.025,Stromal,0.9837735034,Rpsa-ps10
0.352,0.071,Stromal,0.9837735034,Rps15a-ps7
0.263,0.023,Stromal,0.9837735034,Oaz1-ps
0.25,0.024,Stromal,0.9837735034,Dcbld2
0.628,0.199,Stromal,0.9837735034,Col5a1
0.419,0.099,Stromal,0.9837735034,Plod2
0.602,0.195,Stromal,0.9837735034,Cstb
0.258,0.032,Stromal,0.9837735034,Gm12338
0.721,0.299,Stromal,0.9837735034,Hspa1a
0.56,0.169,Stromal,0.9837735034,Rpl10a-ps1
0.193,0.015,Stromal,0.9837735034,Tnfaip3
0.555,0.181,Stromal,0.9837735034,Adamts1
0.224,0.039,Stromal,0.9837735034,Ccl8
0.422,0.093,Stromal,0.9837735034,Gm15500
0.234,0.019,Stromal,0.9837735034,Gm13611
0.307,0.05,Stromal,0.9837735034,Pim3
0.346,0.063,Stromal,0.9837735034,Rps15a-ps6
0.38,0.089,Stromal,0.9837735034,Rpl28-ps1
0.359,0.081,Stromal,0.9837735034,Rpl34-ps1
0.208,0.015,Stromal,0.9837735034,Tnfsf9
0.227,0.018,Stromal,0.9837735034,Gm26384
0.227,0.016,Stromal,0.9837735034,RP23-288C18.3
0.224,0.013,Stromal,0.9837735034,Gm7730
0.302,0.046,Stromal,0.9837735034,Gm14165
0.651,0.206,Stromal,0.9837735034,Ifrd1
0.406,0.087,Stromal,0.9837735034,Osr2
0.266,0.045,Stromal,0.9837735034,Gm7600
0.93,0.669,Stromal,0.9837735034,Ftl1
0.331,0.083,Stromal,0.9837735034,Itga5
0.669,0.239,Stromal,0.9837735034,Rps16-ps2
0.255,0.037,Stromal,0.9837735034,Cd320
0.284,0.051,Stromal,0.9837735034,Gm10250
0.349,0.074,Stromal,0.9837735034,Nme2
0.227,0.015,Stromal,0.9837735034,Gm9844
0.747,0.266,Stromal,0.9837735034,Cd34
0.276,0.036,Stromal,0.9837735034,Rpl19-ps11
0.185,0.017,Stromal,0.9837735034,Gm13680
0.219,0.022,Stromal,0.9837735034,Wnt5a
0.203,0.017,Stromal,0.9837735034,Gm9625
0.172,0.005,Stromal,0.9837735034,Ptpn5
0.438,0.132,Stromal,0.9837735034,Vapa
0.805,0.42,Stromal,0.9837735034,Hspa5
0.198,0.019,Stromal,0.9837735034,Adam12
0.688,0.306,Stromal,0.9837735034,Sqstm1
0.812,0.309,Stromal,0.9837735034,Aebp1
0.177,0.016,Stromal,0.9837735034,Dennd2a
0.206,0.016,Stromal,0.9837735034,5031439G07Rik
0.271,0.044,Stromal,0.9837735034,Gm10132
0.206,0.025,Stromal,0.9837735034,Rps6-ps3
0.435,0.13,Stromal,0.9837735034,Zfand5
0.177,0.003,Stromal,0.9837735034,Gfra1
0.206,0.02,Stromal,0.9837735034,Rps18-ps3
0.258,0.056,Stromal,0.9837735034,Sfrp4
0.951,0.566,Stromal,0.9837735034,Fos
0.393,0.109,Stromal,0.9837735034,Mir703
0.815,0.446,Stromal,0.9837735034,Actg1
0.339,0.085,Stromal,0.9837735034,Rps10-ps2
0.208,0.023,Stromal,0.9837735034,Il17ra
0.411,0.118,Stromal,0.9837735034,Eif4a2
0.177,0.007,Stromal,0.9837735034,Zxdc
0.227,0.031,Stromal,0.9837735034,Gm6274
0.38,0.112,Stromal,0.9837735034,Rpl39-ps
0.521,0.187,Stromal,0.9837735034,Ost4
0.664,0.153,Stromal,0.9837735034,Srgn
0.333,0.09,Stromal,0.9837735034,Rpl36a-ps2
0.479,0.168,Stromal,0.9837735034,Zfp36l1
0.643,0.195,Stromal,0.9837735034,Lsp1
0.857,0.469,Stromal,0.9837735034,Gpx1
0.443,0.136,Stromal,0.9837735034,Tpt1-ps3
0.292,0.06,Stromal,0.9837735034,Hsph1
0.326,0.08,Stromal,0.9837735034,Cdh11
0.195,0.034,Stromal,0.9837735034,Sphk1
0.378,0.11,Stromal,0.9837735034,Rps13-ps2
0.729,0.354,Stromal,0.9837735034,Dusp1
0.245,0.04,Stromal,0.9837735034,Gm5526
0.273,0.059,Stromal,0.9837735034,Gm6863
0.779,0.381,Stromal,0.9837735034,Tuba1a
0.51,0.172,Stromal,0.9837735034,Gm9794
0.276,0.053,Stromal,0.9837735034,Fosl2
0.255,0.043,Stromal,0.9837735034,Gm6807
0.24,0.049,Stromal,0.9837735034,Gadd45a
0.208,0.026,Stromal,0.9837735034,Rpl18-ps2
0.958,0.638,Stromal,0.9837735034,Serpinh1
0.385,0.123,Stromal,0.9837735034,Rpl31-ps8
0.359,0.092,Stromal,0.9837735034,2310022B05Rik
0.151,0.01,Stromal,0.9837735034,Lrig1
0.167,0.011,Stromal,0.9837735034,Fbxo32
0.531,0.206,Stromal,0.9837735034,Olfml3
0.823,0.445,Stromal,0.9837735034,Ctsb
0.336,0.084,Stromal,0.9837735034,Rps11-ps1
0.169,0.012,Stromal,0.9837735034,Prlr
0.206,0.023,Stromal,0.9837735034,Gm10221
0.596,0.25,Stromal,0.9837735034,Phlda1
0.242,0.056,Stromal,0.9837735034,Twist2
0.279,0.054,Stromal,0.9837735034,Erdr1
0.198,0.034,Stromal,0.9837735034,Socs1
0.151,0.025,Stromal,0.9837735034,Rgs3
0.536,0.152,Stromal,0.9837735034,Anxa3
0.227,0.034,Stromal,0.9837735034,Rpl36-ps2
0.333,0.092,Stromal,0.9837735034,Gm7536
0.43,0.163,Stromal,0.9837735034,Tmed2
0.549,0.247,Stromal,0.9837735034,Emp1
0.208,0.033,Stromal,0.9837735034,Gm12254
0.198,0.059,Stromal,0.9837735034,Fgl2
0.188,0.021,Stromal,0.9837735034,Gm13456
0.385,0.112,Stromal,0.9837735034,Gm10288
0.654,0.285,Stromal,0.9837735034,Sec61g
0.164,0.016,Stromal,0.9837735034,Krt7
0.154,0.009,Stromal,0.9837735034,Atp8b1
0.956,0.723,Stromal,0.9837735034,Eef1a1
0.185,0.019,Stromal,0.9837735034,Rnf19a
0.18,0.025,Stromal,0.9837735034,Gm10320
0.201,0.027,Stromal,0.9837735034,Flnc
0.773,0.402,Stromal,0.9837735034,Pabpc1
0.375,0.097,Stromal,0.9837735034,Il6st
0.195,0.032,Stromal,0.9837735034,Gm10086
0.307,0.071,Stromal,0.9837735034,Csrnp1
0.198,0.038,Stromal,0.9837735034,Gm5561
0.776,0.3,Stromal,0.9837735034,Ogn
0.206,0.022,Stromal,0.9837735034,Iglc1
0.406,0.137,Stromal,0.9837735034,Gm8430
0.305,0.1,Stromal,0.9837735034,RP23-269H21.1
0.836,0.445,Stromal,0.9837735034,Serf2
0.333,0.103,Stromal,0.9837735034,Gm15772
0.185,0.016,Stromal,0.9837735034,Esr1
0.182,0.019,Stromal,0.9837735034,Ampd3
0.172,0.016,Stromal,0.9837735034,Gm10169
0.589,0.221,Stromal,0.9837735034,Crispld2
0.305,0.08,Stromal,0.9837735034,Gem
0.159,0.019,Stromal,0.9837735034,Sap18b
0.219,0.058,Stromal,0.9837735034,Ifi205
0.203,0.031,Stromal,0.9837735034,Il4ra
0.393,0.139,Stromal,0.9837735034,Ccnl1
0.201,0.041,Stromal,0.9837735034,Gm12918
0.169,0.019,Stromal,0.9837735034,Tmod1
0.443,0.147,Stromal,0.9837735034,Litaf
0.417,0.143,Stromal,0.9837735034,Erh
0.315,0.106,Stromal,0.9837735034,Eif4e
0.628,0.273,Stromal,0.9837735034,Dnajb1
0.365,0.126,Stromal,0.9837735034,Wsb1
0.362,0.123,Stromal,0.9837735034,Pnp
0.378,0.112,Stromal,0.9837735034,Matn2
0.185,0.027,Stromal,0.9837735034,Kdm7a
0.151,0.013,Stromal,0.9837735034,Gm3531
0.161,0.016,Stromal,0.9837735034,Gm12346
0.258,0.061,Stromal,0.9837735034,Gm10269
0.419,0.133,Stromal,0.9837735034,Tnfrsf12a
0.177,0.027,Stromal,0.9837735034,Gm12191
0.307,0.096,Stromal,0.9837735034,Plod1
0.198,0.036,Stromal,0.9837735034,Nab2
0.193,0.029,Stromal,0.9837735034,Gm4332
0.159,0.02,Stromal,0.9837735034,Gm6977
0.445,0.152,Stromal,0.9837735034,Slc3a2
0.193,0.036,Stromal,0.9837735034,Ppfibp1
0.521,0.202,Stromal,0.9837735034,Pnrc1
0.195,0.031,Stromal,0.9837735034,Myh10
0.927,0.68,Stromal,0.9837735034,mt-Co1
0.169,0.054,Stromal,0.9837735034,Hsp25-ps1
0.203,0.049,Stromal,0.9837735034,Gstp-ps
0.182,0.037,Stromal,0.9837735034,Rpl7-ps7
0.885,0.479,Stromal,0.9837735034,Anxa2
0.154,0.015,Stromal,0.9837735034,Rpl17-ps10
0.169,0.03,Stromal,0.9837735034,Tiparp
0.396,0.148,Stromal,0.9837735034,Ctsh
0.781,0.411,Stromal,0.9837735034,Egr1
0.216,0.055,Stromal,0.9837735034,Cxcl16
0.401,0.135,Stromal,0.9837735034,Loxl2
0.602,0.279,Stromal,0.9837735034,Anxa1
0.635,0.272,Stromal,0.9837735034,Tpm4
0.945,0.694,Stromal,0.9837735034,Rpl35
0.18,0.037,Stromal,0.9837735034,Rps24-ps3
0.159,0.025,Stromal,0.9837735034,Gm11249
0.945,0.679,Stromal,0.9837735034,Rps18
0.247,0.065,Stromal,0.9837735034,Gm3511
0.312,0.109,Stromal,0.9837735034,Ppp1r2
0.37,0.113,Stromal,0.9837735034,Rbpms
0.792,0.454,Stromal,0.9837735034,Lum
0.987,0.905,Stromal,0.9837735034,Ubb
0.352,0.126,Stromal,0.9837735034,Scd2
0.211,0.055,Stromal,0.9837735034,Tmem39a
0.828,0.481,Stromal,0.9837735034,Ppia
0.174,0.029,Stromal,0.9837735034,Col6a6
0.224,0.056,Stromal,0.9837735034,Ier5
0.484,0.216,Stromal,0.9837735034,Gm9843
0.599,0.297,Stromal,0.9837735034,Pdia3
0.219,0.064,Stromal,0.9837735034,Gm8292
0.198,0.041,Stromal,0.9837735034,Ptprs
0.224,0.069,Stromal,0.9837735034,Hdac1
0.253,0.076,Stromal,0.9837735034,Col16a1
0.284,0.082,Stromal,0.9837735034,H2-Ab1
0.174,0.04,Stromal,0.9837735034,Nfil3
0.237,0.076,Stromal,0.9837735034,Nrp1
0.208,0.058,Stromal,0.9837735034,Steap3
