pct.1,pct.2,cell type,coeff,gene
0.319,0.199,Stromal,0.9837735034,Flna
0.333,0.283,Stromal,0.9837735034,Nedd4
0.972,0.836,Stromal,0.9837735034,mt-Cytb
0.16,0.095,Stromal,0.9837735034,Gem
0.178,0.109,Stromal,0.9837735034,Stmn1
0.371,0.271,Stromal,0.9837735034,Prss23
0.225,0.174,Stromal,0.9837735034,H2afv
0.192,0.14,Stromal,0.9837735034,Ddx3x
0.23,0.148,Stromal,0.9837735034,Gas1
0.338,0.276,Stromal,0.9837735034,Arpc3
0.225,0.159,Stromal,0.9837735034,Xist
0.479,0.433,Stromal,0.9837735034,Tceal9
0.188,0.091,Stromal,0.9837735034,Ldhb
0.648,0.607,Stromal,0.9837735034,Cox6c
0.178,0.118,Stromal,0.9837735034,Dkk3
0.277,0.189,Stromal,0.9837735034,Angptl2
0.202,0.136,Stromal,0.9837735034,Actn1
0.793,0.618,Stromal,0.9837735034,Ctsl
0.329,0.096,Stromal,0.9837735034,Ctla2a
0.634,0.584,Stromal,0.9837735034,Eef2
0.291,0.229,Stromal,0.9837735034,2410006H16Rik
0.282,0.228,Stromal,0.9837735034,Grn
0.3,0.249,Stromal,0.9837735034,Lamp2
0.915,0.86,Stromal,0.9837735034,Rps19
0.451,0.435,Stromal,0.9837735034,Cdc42
0.338,0.291,Stromal,0.9837735034,Cnpy2
0.404,0.308,Stromal,0.9837735034,H2-K1
0.183,0.127,Stromal,0.9837735034,Ms4a4d
0.836,0.775,Stromal,0.9837735034,mt-Nd2
0.338,0.296,Stromal,0.9837735034,Map1lc3a
0.596,0.398,Stromal,0.9837735034,Rarres2
0.962,0.902,Stromal,0.9837735034,Rps27
0.437,0.415,Stromal,0.9837735034,Map1lc3b
0.925,0.831,Stromal,0.9837735034,Fth1
0.92,0.807,Stromal,0.9837735034,Lgals1
0.221,0.162,Stromal,0.9837735034,Gas6
0.16,0.071,Stromal,0.9837735034,Col6a4
0.756,0.672,Stromal,0.9837735034,Actb
0.535,0.487,Stromal,0.9837735034,Uqcrh
0.836,0.749,Stromal,0.9837735034,Rps28
0.479,0.464,Stromal,0.9837735034,Rps27l
0.976,0.035,Stromal,0.9837735034,Actc1
0.927,0.007,Stromal,0.9837735034,Myog
1,0.294,Stromal,0.9837735034,Cdkn1c
0.558,0.013,Stromal,0.9837735034,Tnnt2
0.743,0.09,Stromal,0.9837735034,Spg21
0.51,0.011,Stromal,0.9837735034,Tnnt1
0.49,0.002,Stromal,0.9837735034,Tmem8c
0.451,0.002,Stromal,0.9837735034,Gm7325
0.806,0.146,Stromal,0.9837735034,Lsm6
0.398,0.005,Stromal,0.9837735034,Vgll2
0.277,0.018,Stromal,0.9837735034,Nnat
0.306,0.01,Stromal,0.9837735034,Tnni1
0.544,0.142,Stromal,0.9837735034,Svbp
0.252,0.004,Stromal,0.9837735034,Myod1
0.359,0.054,Stromal,0.9837735034,Ppp1r14b
0.291,0.032,Stromal,0.9837735034,Hes6
0.432,0.084,Stromal,0.9837735034,Bin1
0.286,0.022,Stromal,0.9837735034,Iffo1
0.252,0.005,Stromal,0.9837735034,Pnmal2
0.461,0.124,Stromal,0.9837735034,Polr2i
0.257,0.035,Stromal,0.9837735034,Mylpf
0.262,0.012,Stromal,0.9837735034,Ank1
0.189,0.026,Stromal,0.9837735034,Myl4
0.456,0.132,Stromal,0.9837735034,Hn1
0.282,0.033,Stromal,0.9837735034,Myl1
0.248,0.025,Stromal,0.9837735034,Rgs16
0.199,0.011,Stromal,0.9837735034,Serinc2
0.228,0.012,Stromal,0.9837735034,Lmnb2
0.209,0.006,Stromal,0.9837735034,Cdh15
0.359,0.085,Stromal,0.9837735034,Cd82
0.311,0.059,Stromal,0.9837735034,Jam3
0.816,0.455,Stromal,0.9837735034,Gapdh
0.301,0.075,Stromal,0.9837735034,Purb
0.243,0.044,Stromal,0.9837735034,Gamt
0.175,0.006,Stromal,0.9837735034,Jsrp1
0.243,0.047,Stromal,0.9837735034,Sdpr
0.16,0.005,Stromal,0.9837735034,Fitm1
0.175,0.013,Stromal,0.9837735034,Fndc5
0.485,0.198,Stromal,0.9837735034,Cdkn1a
0.388,0.175,Stromal,0.9837735034,Tubb6
0.369,0.133,Stromal,0.9837735034,Rnf7
0.675,0.36,Stromal,0.9837735034,Serbp1
0.456,0.185,Stromal,0.9837735034,Ccnd3
0.427,0.197,Stromal,0.9837735034,Fkbp3
0.16,0.033,Stromal,0.9837735034,Pacs2
0.223,0.068,Stromal,0.9837735034,Abcf1
0.733,0.455,Stromal,0.9837735034,Atp5b
0.194,0.056,Stromal,0.9837735034,Ankrd10
0.398,0.165,Stromal,0.9837735034,Cyc1
0.393,0.157,Stromal,0.9837735034,Ptov1
0.257,0.071,Stromal,0.9837735034,42982
0.811,0.423,Stromal,0.9837735034,Meg3
0.995,0.879,Stromal,0.9837735034,Rps26
0.811,0.541,Stromal,0.9837735034,Eef1b2
0.956,0.772,Stromal,0.9837735034,Rpl14
0.422,0.203,Stromal,0.9837735034,Sh3glb1
0.32,0.167,Stromal,0.9837735034,Ddx39b
0.354,0.174,Stromal,0.9837735034,Rbm25
0.291,0.132,Stromal,0.9837735034,Map2k2
0.184,0.052,Stromal,0.9837735034,Dkc1
0.99,0.899,Stromal,0.9837735034,Rpl18a
0.252,0.059,Stromal,0.9837735034,Acta1
0.714,0.477,Stromal,0.9837735034,Slc25a5
0.301,0.151,Stromal,0.9837735034,U2af1
0.272,0.066,Stromal,0.9837735034,Capn6
0.18,0.053,Stromal,0.9837735034,Pcbp4
0.214,0.06,Stromal,0.9837735034,Brd3
0.252,0.121,Stromal,0.9837735034,Prpf19
0.223,0.107,Stromal,0.9837735034,Stmn1
0.534,0.314,Stromal,0.9837735034,Srsf3
0.282,0.128,Stromal,0.9837735034,Hmgn2
0.184,0.052,Stromal,0.9837735034,Tubb2b
0.155,0.04,Stromal,0.9837735034,Mycbp
0.184,0.075,Stromal,0.9837735034,Dbn1
0.447,0.255,Stromal,0.9837735034,Cdk4
0.248,0.091,Stromal,0.9837735034,Rabl6
0.316,0.156,Stromal,0.9837735034,Hnrnpm
0.723,0.522,Stromal,0.9837735034,Cox8a
0.922,0.795,Stromal,0.9837735034,Rps27a
0.165,0.07,Stromal,0.9837735034,Dcakd
0.214,0.1,Stromal,0.9837735034,Plin3
0.35,0.215,Stromal,0.9837735034,Hmgb1
0.184,0.083,Stromal,0.9837735034,Dnajc7
0.529,0.335,Stromal,0.9837735034,Tuba1b
0.908,0.691,Stromal,0.9837735034,Rpl18
0.223,0.12,Stromal,0.9837735034,Cfl2
0.165,0.068,Stromal,0.9837735034,Ola1
0.369,0.188,Stromal,0.9837735034,Mapre1
0.801,0.572,Stromal,0.9837735034,Hsp90ab1
0.966,0.844,Stromal,0.9837735034,Rps15a
0.932,0.777,Stromal,0.9837735034,Rpsa
0.607,0.435,Stromal,0.9837735034,Cox7b
0.286,0.158,Stromal,0.9837735034,Tsn
0.155,0.062,Stromal,0.9837735034,Srp68
0.277,0.144,Stromal,0.9837735034,C1qbp
0.18,0.084,Stromal,0.9837735034,Hnrnpa1
0.359,0.201,Stromal,0.9837735034,Hnrnpdl
0.932,0.778,Stromal,0.9837735034,Rps5
0.539,0.36,Stromal,0.9837735034,Atp5o
0.282,0.129,Stromal,0.9837735034,Marcksl1
0.316,0.19,Stromal,0.9837735034,Psmd7
0.165,0.074,Stromal,0.9837735034,Apex1
0.33,0.182,Stromal,0.9837735034,Nhp2
0.18,0.093,Stromal,0.9837735034,Naa50
0.335,0.213,Stromal,0.9837735034,S100a16
0.966,0.876,Stromal,0.9837735034,mt-Nd1
0.155,0.081,Stromal,0.9837735034,Larp7
0.189,0.088,Stromal,0.9837735034,Ube2e3
0.165,0.067,Stromal,0.9837735034,Aamdc
0.282,0.149,Stromal,0.9837735034,Tomm22
0.534,0.26,Stromal,0.9837735034,Tpm2
0.888,0.717,Stromal,0.9837735034,Rpl3
0.277,0.152,Stromal,0.9837735034,Cct3
0.175,0.066,Stromal,0.9837735034,Timm10
0.471,0.323,Stromal,0.9837735034,Cox5a
0.937,0.79,Stromal,0.9837735034,Rpl11
0.296,0.18,Stromal,0.9837735034,Rtn4
0.65,0.431,Stromal,0.9837735034,Cox7a2
0.99,0.885,Stromal,0.9837735034,Rpl32
0.568,0.387,Stromal,0.9837735034,Hspe1
0.291,0.151,Stromal,0.9837735034,Cct2
0.563,0.409,Stromal,0.9837735034,Eif2s2
0.262,0.139,Stromal,0.9837735034,Polr2e
0.617,0.441,Stromal,0.9837735034,Npm1
0.35,0.212,Stromal,0.9837735034,Cct8
0.379,0.237,Stromal,0.9837735034,Pdap1
0.175,0.074,Stromal,0.9837735034,Clns1a
0.257,0.136,Stromal,0.9837735034,Taf1d
0.985,0.777,Stromal,0.9837735034,Tmsb4x
0.432,0.27,Stromal,0.9837735034,Atp5g3
0.155,0.066,Stromal,0.9837735034,Smim20
0.913,0.802,Stromal,0.9837735034,Rpl8
0.165,0.065,Stromal,0.9837735034,Pdlim4
0.903,0.759,Stromal,0.9837735034,Rps8
0.291,0.181,Stromal,0.9837735034,Uqcrfs1
0.301,0.164,Stromal,0.9837735034,Phb2
0.194,0.101,Stromal,0.9837735034,Hacd1
0.364,0.252,Stromal,0.9837735034,Ywhae
0.189,0.096,Stromal,0.9837735034,Sirt2
0.854,0.709,Stromal,0.9837735034,Rps25
0.995,0.924,Stromal,0.9837735034,Rpl13
0.539,0.39,Stromal,0.9837735034,Ldha
0.214,0.117,Stromal,0.9837735034,Mob4
0.228,0.127,Stromal,0.9837735034,Pa2g4
0.296,0.186,Stromal,0.9837735034,Snrpd1
0.204,0.109,Stromal,0.9837735034,Top1
0.209,0.113,Stromal,0.9837735034,Psmd11
0.461,0.353,Stromal,0.9837735034,Cops9
0.32,0.216,Stromal,0.9837735034,Cct5
0.184,0.105,Stromal,0.9837735034,Vasp
0.194,0.095,Stromal,0.9837735034,Cirbp
0.262,0.148,Stromal,0.9837735034,Snrpb2
0.961,0.847,Stromal,0.9837735034,Rps3a1
0.563,0.383,Stromal,0.9837735034,2010107E04Rik
0.529,0.396,Stromal,0.9837735034,Atp5a1
0.189,0.097,Stromal,0.9837735034,Ucp2
0.199,0.106,Stromal,0.9837735034,Srrm2
0.194,0.082,Stromal,0.9837735034,Ttc3
0.869,0.782,Stromal,0.9837735034,Rpl38
0.408,0.29,Stromal,0.9837735034,Eif3h
0.869,0.7,Stromal,0.9837735034,Rps17
0.282,0.177,Stromal,0.9837735034,Metap2
0.942,0.791,Stromal,0.9837735034,Rps3
0.971,0.867,Stromal,0.9837735034,Rps9
0.184,0.091,Stromal,0.9837735034,Zmat2
0.864,0.751,Stromal,0.9837735034,Rpl30
0.723,0.57,Stromal,0.9837735034,Rpl12
0.248,0.161,Stromal,0.9837735034,Erh
0.641,0.485,Stromal,0.9837735034,Atp5j
0.393,0.285,Stromal,0.9837735034,Snrpd3
0.437,0.293,Stromal,0.9837735034,Pkm
0.956,0.832,Stromal,0.9837735034,Rpl26
0.408,0.244,Stromal,0.9837735034,Tbca
0.903,0.777,Stromal,0.9837735034,Rpl36
0.956,0.859,Stromal,0.9837735034,Rps19
0.233,0.149,Stromal,0.9837735034,Tcp1
0.286,0.17,Stromal,0.9837735034,Cct6a
0.248,0.164,Stromal,0.9837735034,Cfdp1
0.383,0.265,Stromal,0.9837735034,Nme1
0.893,0.748,Stromal,0.9837735034,Rpl21
0.5,0.357,Stromal,0.9837735034,Snrpg
0.913,0.808,Stromal,0.9837735034,Rpl4
0.209,0.095,Stromal,0.9837735034,Atp6v1a
0.481,0.362,Stromal,0.9837735034,Atp5f1
0.267,0.157,Stromal,0.9837735034,Atxn7l3b
0.316,0.208,Stromal,0.9837735034,Cnn3
0.214,0.116,Stromal,0.9837735034,Smim11
0.587,0.458,Stromal,0.9837735034,Eef1g
0.262,0.188,Stromal,0.9837735034,Eno1
0.286,0.173,Stromal,0.9837735034,Cycs
0.456,0.34,Stromal,0.9837735034,Ybx1
0.854,0.726,Stromal,0.9837735034,Rps13
0.316,0.203,Stromal,0.9837735034,Psmc3
0.801,0.698,Stromal,0.9837735034,Rps4x
0.16,0.071,Stromal,0.9837735034,Mef2c
0.238,0.138,Stromal,0.9837735034,Rnf187
0.272,0.175,Stromal,0.9837735034,Hnrnpab
0.223,0.127,Stromal,0.9837735034,Ndufa10
0.549,0.391,Stromal,0.9837735034,Atp5k
0.311,0.218,Stromal,0.9837735034,Ndufc2
0.286,0.198,Stromal,0.9837735034,Cct7
0.728,0.546,Stromal,0.9837735034,Rack1
0.214,0.135,Stromal,0.9837735034,Eif3c
0.189,0.107,Stromal,0.9837735034,Grb10
0.296,0.193,Stromal,0.9837735034,Mrpl30
0.913,0.798,Stromal,0.9837735034,Rpl23
0.922,0.819,Stromal,0.9837735034,Rps2
0.597,0.412,Stromal,0.9837735034,Slc25a3
0.306,0.199,Stromal,0.9837735034,Tbcb
0.16,0.094,Stromal,0.9837735034,Acadl
0.913,0.846,Stromal,0.9837735034,Rpl37
0.18,0.102,Stromal,0.9837735034,Sypl
0.267,0.175,Stromal,0.9837735034,Srsf6
0.291,0.197,Stromal,0.9837735034,Glrx3
0.806,0.663,Stromal,0.9837735034,Rpl19
0.84,0.665,Stromal,0.9837735034,Rpl6
0.519,0.271,Stromal,0.9837735034,Cryab
0.165,0.084,Stromal,0.9837735034,Hnrnpd
0.34,0.23,Stromal,0.9837735034,Ncl
0.238,0.163,Stromal,0.9837735034,Nap1l1
0.801,0.645,Stromal,0.9837735034,Rpl17
0.932,0.817,Stromal,0.9837735034,Rps24
0.272,0.162,Stromal,0.9837735034,Idh2
0.864,0.766,Stromal,0.9837735034,Rplp2
0.214,0.122,Stromal,0.9837735034,Psmd1
0.218,0.152,Stromal,0.9837735034,Polr2m
0.553,0.422,Stromal,0.9837735034,Usmg5
0.165,0.105,Stromal,0.9837735034,Hjurp
0.903,0.779,Stromal,0.9837735034,Rps11
0.316,0.227,Stromal,0.9837735034,Psma1
0.796,0.682,Stromal,0.9837735034,Rpl36a
0.16,0.074,Stromal,0.9837735034,Tardbp
0.18,0.117,Stromal,0.9837735034,Prmt1
0.291,0.195,Stromal,0.9837735034,Pdcd5
0.393,0.268,Stromal,0.9837735034,Ndufb8
0.17,0.097,Stromal,0.9837735034,Acin1
0.636,0.533,Stromal,0.9837735034,Naca
0.67,0.542,Stromal,0.9837735034,Cox6b1
0.214,0.146,Stromal,0.9837735034,Phf5a
0.354,0.276,Stromal,0.9837735034,Hnrnpa2b1
0.335,0.229,Stromal,0.9837735034,Snrpe
0.257,0.184,Stromal,0.9837735034,Vdac2
0.291,0.212,Stromal,0.9837735034,Anapc13
0.364,0.281,Stromal,0.9837735034,Psma2
0.665,0.548,Stromal,0.9837735034,Rpl5
0.689,0.521,Stromal,0.9837735034,Rps10
0.184,0.103,Stromal,0.9837735034,Elp2
0.495,0.377,Stromal,0.9837735034,Atp5g1
0.981,0.901,Stromal,0.9837735034,Rps14
0.432,0.348,Stromal,0.9837735034,Btf3
0.879,0.238,Stromal,0.9837735034,Acta2
0.223,0.158,Stromal,0.9837735034,Tubb2a
0.699,0.614,Stromal,0.9837735034,Rpl28
0.587,0.484,Stromal,0.9837735034,Uqcrh
0.243,0.176,Stromal,0.9837735034,Anp32b
0.257,0.17,Stromal,0.9837735034,Suclg1
0.311,0.219,Stromal,0.9837735034,Ndufs7
0.165,0.114,Stromal,0.9837735034,Psmc1
0.898,0.761,Stromal,0.9837735034,Rpl34
0.18,0.113,Stromal,0.9837735034,Emg1
0.243,0.161,Stromal,0.9837735034,Ndufs8
0.189,0.123,Stromal,0.9837735034,Cacybp
0.243,0.175,Stromal,0.9837735034,Rbm8a
0.612,0.502,Stromal,0.9837735034,Cox7c
0.282,0.211,Stromal,0.9837735034,Eif3m
0.155,0.09,Stromal,0.9837735034,Psmg4
0.296,0.233,Stromal,0.9837735034,Hnrnpc
0.165,0.087,Stromal,0.9837735034,Pja1
0.898,0.781,Stromal,0.9837735034,Rps7
0.364,0.263,Stromal,0.9837735034,Pcbp1
0.296,0.22,Stromal,0.9837735034,Srsf11
0.456,0.354,Stromal,0.9837735034,Atp5c1
0.369,0.301,Stromal,0.9837735034,H3f3a
0.301,0.212,Stromal,0.9837735034,Srsf2
0.282,0.225,Stromal,0.9837735034,Srsf5
0.214,0.127,Stromal,0.9837735034,Snhg1
0.675,0.573,Stromal,0.9837735034,Rpl27
0.223,0.165,Stromal,0.9837735034,Psma4
0.18,0.125,Stromal,0.9837735034,Psmc2
0.204,0.133,Stromal,0.9837735034,Paics
0.791,0.668,Stromal,0.9837735034,Rpl35a
0.879,0.78,Stromal,0.9837735034,Rps12
0.18,0.125,Stromal,0.9837735034,Mff
0.165,0.095,Stromal,0.9837735034,Rsrc2
0.345,0.274,Stromal,0.9837735034,Eif5
0.917,0.803,Stromal,0.9837735034,Rplp0
0.233,0.167,Stromal,0.9837735034,Lsm7
0.223,0.146,Stromal,0.9837735034,Tmem109
0.296,0.206,Stromal,0.9837735034,Psma6
0.223,0.14,Stromal,0.9837735034,Glrx5
0.238,0.167,Stromal,0.9837735034,Eif4a3
0.243,0.154,Stromal,0.9837735034,Eif5b
0.539,0.451,Stromal,0.9837735034,Son
0.976,0.902,Stromal,0.9837735034,Rps27
0.165,0.106,Stromal,0.9837735034,Cdk11b
0.854,0.764,Stromal,0.9837735034,Rpl7
0.786,0.654,Stromal,0.9837735034,Fau
0.199,0.115,Stromal,0.9837735034,Des
0.709,0.328,Stromal,0.9837735034,Itm2a
0.32,0.231,Stromal,0.9837735034,Zfas1
0.243,0.182,Stromal,0.9837735034,Taldo1
0.296,0.24,Stromal,0.9837735034,Banf1
0.296,0.242,Stromal,0.9837735034,Psmb2
0.16,0.107,Stromal,0.9837735034,Dcun1d5
0.427,0.359,Stromal,0.9837735034,Hmgn1
0.165,0.104,Stromal,0.9837735034,Snw1
0.17,0.117,Stromal,0.9837735034,Polr2c
0.971,0.903,Stromal,0.9837735034,Rplp1
0.879,0.761,Stromal,0.9837735034,Rpl39
0.325,0.241,Stromal,0.9837735034,Ndufb5
0.218,0.134,Stromal,0.9837735034,Celf2
0.252,0.193,Stromal,0.9837735034,Eif4h
0.704,0.614,Stromal,0.9837735034,Rpl27a
0.214,0.142,Stromal,0.9837735034,Uqcrc2
0.199,0.136,Stromal,0.9837735034,Dnaja2
0.422,0.346,Stromal,0.9837735034,Nedd8
0.379,0.308,Stromal,0.9837735034,Snrpb
0.515,0.428,Stromal,0.9837735034,Ndufa4
0.655,0.57,Stromal,0.9837735034,Rpl15
0.345,0.269,Stromal,0.9837735034,Pebp1
0.432,0.38,Stromal,0.9837735034,Pfn1
0.388,0.303,Stromal,0.9837735034,Uqcr11
0.296,0.225,Stromal,0.9837735034,Slirp
0.65,0.563,Stromal,0.9837735034,Chchd2
0.393,0.319,Stromal,0.9837735034,Eif3f
0.184,0.129,Stromal,0.9837735034,Mrps17
0.519,0.425,Stromal,0.9837735034,Atp5j2
0.476,0.381,Stromal,0.9837735034,Sub1
0.99,0.905,Stromal,0.9837735034,Rpl41
0.301,0.242,Stromal,0.9837735034,Maged1
0.345,0.263,Stromal,0.9837735034,mt-Nd3
0.383,0.318,Stromal,0.9837735034,Psmb6
0.252,0.196,Stromal,0.9837735034,Mdh2
0.257,0.201,Stromal,0.9837735034,Snrpf
0.806,0.75,Stromal,0.9837735034,Rps28
0.951,0.887,Stromal,0.9837735034,Rps29
0.403,0.334,Stromal,0.9837735034,Psmb1
0.417,0.34,Stromal,0.9837735034,Cox5b
0.32,0.23,Stromal,0.9837735034,Ndufa12
0.898,0.801,Stromal,0.9837735034,Rps21
0.471,0.392,Stromal,0.9837735034,Ywhab
0.84,0.791,Stromal,0.9837735034,Rps23
0.155,0.101,Stromal,0.9837735034,Bri3
0.262,0.204,Stromal,0.9837735034,Eif4ebp1
0.398,0.336,Stromal,0.9837735034,Prdx2
0.82,0.73,Stromal,0.9837735034,Rps16
0.306,0.251,Stromal,0.9837735034,Prkar1a
0.442,0.394,Stromal,0.9837735034,Ndufb9
0.481,0.384,Stromal,0.9837735034,Eif3k
0.252,0.187,Stromal,0.9837735034,Mrps14
0.437,0.389,Stromal,0.9837735034,Cnbp
0.578,0.473,Stromal,0.9837735034,Rpl29
0.209,0.114,Stromal,0.9837735034,Mest
0.845,0.722,Stromal,0.9837735034,Gnas
0.17,0.114,Stromal,0.9837735034,Pabpc4
0.393,0.326,Stromal,0.9837735034,Ndufa5
0.16,0.108,Stromal,0.9837735034,Siva1
0.184,0.125,Stromal,0.9837735034,Pls3
0.267,0.205,Stromal,0.9837735034,Timm8b
0.194,0.138,Stromal,0.9837735034,Idh3b
0.689,0.631,Stromal,0.9837735034,Rpl9
0.422,0.338,Stromal,0.9837735034,Uqcrq
0.631,0.595,Stromal,0.9837735034,Rpl22
0.413,0.349,Stromal,0.9837735034,Ndufa7
0.699,0.605,Stromal,0.9837735034,Cox6c
0.364,0.291,Stromal,0.9837735034,Rpl24
0.626,0.568,Stromal,0.9837735034,Rpl10a
0.612,0.522,Stromal,0.9837735034,Rpl22l1
0.345,0.293,Stromal,0.9837735034,Smdt1
0.816,0.738,Stromal,0.9837735034,Eef1a1
0.786,0.697,Stromal,0.9837735034,Rps18
0.558,0.513,Stromal,0.9837735034,Slc25a4
0.413,0.379,Stromal,0.9837735034,Atp5d
0.888,0.852,Stromal,0.9837735034,Rpl37a
0.816,0.756,Stromal,0.9837735034,Rps15
0.816,0.766,Stromal,0.9837735034,Rpl31
0.485,0.452,Stromal,0.9837735034,Ndufa2
0.927,0.852,Stromal,0.9837735034,Rpl10
0.83,0.773,Stromal,0.9837735034,Rps20
0.515,0.48,Stromal,0.9837735034,Eif5a
0.519,0.496,Stromal,0.9837735034,Dynll1
0.665,0.65,Stromal,0.9837735034,Cox4i1
0.777,0.749,Stromal,0.9837735034,Rpl23a
0.955,0.162,Stromal,0.9837735034,Fbln1
0.843,0.118,Stromal,0.9837735034,Pi16
0.803,0.101,Stromal,0.9837735034,Tcf21
0.944,0.418,Stromal,0.9837735034,Mgp
0.667,0.09,Stromal,0.9837735034,Scara5
0.636,0.163,Stromal,0.9837735034,Spon2
0.439,0.032,Stromal,0.9837735034,Wnt2
1,0.534,Stromal,0.9837735034,Gsn
0.429,0.017,Stromal,0.9837735034,Krtdap
0.515,0.077,Stromal,0.9837735034,Akap12
0.707,0.156,Stromal,0.9837735034,Col14a1
0.833,0.253,Stromal,0.9837735034,Clec3b
0.768,0.22,Stromal,0.9837735034,Ecm1
0.434,0.065,Stromal,0.9837735034,Cd55
0.631,0.1,Stromal,0.9837735034,Ifitm1
0.288,0.013,Stromal,0.9837735034,Npy1r
0.758,0.21,Stromal,0.9837735034,Ltbp4
0.455,0.063,Stromal,0.9837735034,Bmp4
0.742,0.189,Stromal,0.9837735034,Cygb
0.636,0.223,Stromal,0.9837735034,Cxcl12
0.616,0.125,Stromal,0.9837735034,Fbln5
0.747,0.205,Stromal,0.9837735034,Rbp1
0.54,0.113,Stromal,0.9837735034,Plxdc2
0.47,0.119,Stromal,0.9837735034,Matn2
0.424,0.068,Stromal,0.9837735034,Osr1
0.202,0.004,Stromal,0.9837735034,Asz1
0.313,0.041,Stromal,0.9837735034,Serpina3n
0.556,0.114,Stromal,0.9837735034,Entpd2
0.52,0.107,Stromal,0.9837735034,Pamr1
0.909,0.324,Stromal,0.9837735034,Sparcl1
1,0.697,Stromal,0.9837735034,Dcn
0.374,0.052,Stromal,0.9837735034,Ptges
0.535,0.103,Stromal,0.9837735034,Dkk3
0.646,0.18,Stromal,0.9837735034,Cd248
0.803,0.259,Stromal,0.9837735034,C1s1
0.197,0.013,Stromal,0.9837735034,Stmn2
0.222,0.019,Stromal,0.9837735034,Pitx1
0.606,0.174,Stromal,0.9837735034,C1ra
0.576,0.166,Stromal,0.9837735034,Efemp1
0.606,0.192,Stromal,0.9837735034,Vat1
0.394,0.072,Stromal,0.9837735034,Add3
0.328,0.044,Stromal,0.9837735034,Arap1
0.318,0.052,Stromal,0.9837735034,Lbp
0.293,0.043,Stromal,0.9837735034,Fzd1
0.298,0.037,Stromal,0.9837735034,Dhrs3
0.692,0.254,Stromal,0.9837735034,Aldh2
0.384,0.067,Stromal,0.9837735034,Pid1
0.212,0.03,Stromal,0.9837735034,Chodl
0.667,0.227,Stromal,0.9837735034,Pmp22
0.616,0.214,Stromal,0.9837735034,Lsp1
0.187,0.011,Stromal,0.9837735034,Hspa12b
0.535,0.172,Stromal,0.9837735034,Cd302
0.717,0.287,Stromal,0.9837735034,Cd34
0.364,0.1,Stromal,0.9837735034,Tgm2
0.803,0.328,Stromal,0.9837735034,Nbl1
0.621,0.127,Stromal,0.9837735034,Inmt
0.919,0.413,Stromal,0.9837735034,Serping1
0.505,0.149,Stromal,0.9837735034,Fxyd5
0.258,0.038,Stromal,0.9837735034,Sqrdl
0.384,0.08,Stromal,0.9837735034,Pbx1
0.813,0.466,Stromal,0.9837735034,Lum
0.313,0.051,Stromal,0.9837735034,Fmo2
0.813,0.336,Stromal,0.9837735034,Igfbp4
0.631,0.212,Stromal,0.9837735034,Ifi27l2a
0.338,0.086,Stromal,0.9837735034,Hexb
0.278,0.043,Stromal,0.9837735034,Gngt2
0.227,0.039,Stromal,0.9837735034,Tmem158
0.621,0.257,Stromal,0.9837735034,Timp3
0.333,0.143,Stromal,0.9837735034,Gas1
0.222,0.061,Stromal,0.9837735034,Svep1
0.338,0.07,Stromal,0.9837735034,Sema3c
0.52,0.18,Stromal,0.9837735034,Scpep1
0.54,0.19,Stromal,0.9837735034,Tmem176a
0.172,0.008,Stromal,0.9837735034,Ntrk1
0.646,0.261,Stromal,0.9837735034,Phlda1
0.682,0.194,Stromal,0.9837735034,Adh1
0.177,0.013,Stromal,0.9837735034,Dmkn
0.793,0.313,Stromal,0.9837735034,Hspa1a
0.535,0.151,Stromal,0.9837735034,Pltp
0.247,0.04,Stromal,0.9837735034,Hic1
0.449,0.148,Stromal,0.9837735034,Tpt1-ps3
0.404,0.109,Stromal,0.9837735034,Itih5
0.333,0.092,Stromal,0.9837735034,Colec12
0.641,0.286,Stromal,0.9837735034,Htra1
0.212,0.038,Stromal,0.9837735034,Podn
0.227,0.028,Stromal,0.9837735034,Tspan7
0.187,0.027,Stromal,0.9837735034,Col8a1
0.288,0.061,Stromal,0.9837735034,Twist2
0.495,0.24,Stromal,0.9837735034,Crispld2
0.207,0.042,Stromal,0.9837735034,Plekho2
0.631,0.255,Stromal,0.9837735034,Tmem176b
0.394,0.15,Stromal,0.9837735034,Capg
0.212,0.056,Stromal,0.9837735034,Echdc2
0.318,0.096,Stromal,0.9837735034,Rps10-ps2
0.207,0.03,Stromal,0.9837735034,Ces2g
0.293,0.07,Stromal,0.9837735034,Abi3bp
0.662,0.288,Stromal,0.9837735034,Htra3
0.172,0.029,Stromal,0.9837735034,Gda
0.172,0.022,Stromal,0.9837735034,Tspan18
0.545,0.239,Stromal,0.9837735034,Lamp2
0.859,0.497,Stromal,0.9837735034,Anxa2
0.803,0.312,Stromal,0.9837735034,Ly6a
0.424,0.141,Stromal,0.9837735034,Ugdh
0.51,0.197,Stromal,0.9837735034,Lhfp
0.187,0.031,Stromal,0.9837735034,Gpc6
0.303,0.083,Stromal,0.9837735034,Cltb
0.298,0.091,Stromal,0.9837735034,Thbd
0.222,0.061,Stromal,0.9837735034,Golim4
0.197,0.049,Stromal,0.9837735034,Ece1
0.843,0.372,Stromal,0.9837735034,Igfbp6
0.328,0.102,Stromal,0.9837735034,Gaa
0.152,0.029,Stromal,0.9837735034,Col4a5
0.318,0.094,Stromal,0.9837735034,Tusc3
0.338,0.105,Stromal,0.9837735034,Cpxm1
